year,Inflation rate, budget ,budget_cleaned, gross ,gross_cleaned,company,country,director,genre,,name,rating,released,runtime,score,star,votes,writer
1995,1.5748,"$5,000,000 ","$7,874,000 ","$1,474,508 ","$2,322,055 ",Echo Lake Entertainment,USA,Derrick Borte,Drama,,The Joneses,R,4/23/10,96,6.5,Demi Moore,35116,Randy T. Dinzler
1995,1.5748,"$20,000,000 ","$31,496,000 ","$1,697,956 ","$2,673,941 ",Millennium Films,USA,Werner Herzog,Crime,,Bad Lieutenant: Port of Call New Orleans,R,2012/11/9,122,6.7,Nicolas Cage,67565,William M. Finkelstein
1995,1.5748,"$11,000,000 ","$17,322,800 ","$3,074,838 ","$4,842,255 ",StudioCanal,USA,Atom Egoyan,Drama,,Chloe,R,3/26/10,96,6.3,Julianne Moore,60262,Erin Cressida Wilson
1995,1.5748,"$15,000,000 ","$23,622,000 ","$4,360,548 ","$6,866,991 ",Millennium Films,USA,Brian Koppelman,Comedy,,Solitary Man,R,6/25/10,90,6.4,Michael Douglas,14100,Brian Koppelman
1995,1.5748,"$6,000,000 ","$9,448,800 ","$4,542,775 ","$7,153,962 ",Fox Atomic,USA,Zach Cregger,Comedy,,Miss March,R,3/13/09,90,5,Zach Cregger,19111,Zach Cregger
1995,1.5748,"$15,000,000 ","$23,622,000 ","$5,306,447 ","$8,356,593 ",Sony Pictures Classics,USA,Woody Allen,Comedy,,Whatever Works,PG-13,2007/3/9,93,7.2,Evan Rachel Wood,62933,Woody Allen
1995,1.5748,"$6,000,000 ","$9,448,800 ","$6,670,712 ","$10,505,037 ",CineSon Entertainment,USA,Raymond De Felitta,Comedy,,City Island,PG-13,4/30/10,104,7.4,Andy Garcia,28292,Raymond De Felitta
1995,1.5748,"$30,000,000 ","$47,244,000 ","$7,443,007 ","$11,721,247 ",Focus Features,USA,Ang Lee,Biography,,Taking Woodstock,R,8/28/09,120,6.7,Demetri Martin,25866,James Schamus
1995,1.5748,"$6,000,000 ","$9,448,800 ","$7,706,394 ","$12,136,029 ",LD Entertainment,USA,Marcus Dunstan,Horror,,The Collector,R,7/31/09,90,6.4,Josh Stewart,47291,Patrick Melton
1995,1.5748,"$17,000,000 ","$26,771,600 ","$8,662,318 ","$13,641,418 ",26 Films,USA,Donald Petrie,Comedy,,My Life in Ruins,PG-13,2006/5/9,98,5.9,Nia Vardalos,16145,Mike Reiss
1995,1.5748,"$21,000,000 ","$33,070,800 ","$8,855,646 ","$13,945,871 ",Miramax,USA,Kirk Jones,Adventure,,Everybody's Fine,PG-13,2012/4/9,100,7.2,Robert De Niro,52792,Kirk Jones
1995,1.5748,"$7,000,000 ","$11,023,600 ","$9,166,863 ","$14,435,976 ",Fade to Black Productions,USA,Tom Ford,Drama,,A Single Man,R,2002/5/10,99,7.6,Colin Firth,92447,Christopher Isherwood
1995,1.5748,"$7,500,000 ","$11,811,000 ","$9,176,553 ","$14,451,236 ",K5 International,USA,Aaron Schneider,Drama,,Get Low,PG-13,8/27/10,103,7.1,Robert Duvall,19987,Chris Provenzano
1995,1.5748,"$7,000,000 ","$11,023,600 ","$9,190,525 ","$14,473,239 ",Focus Features,USA,Ethan Coen,Comedy,,A Serious Man,R,2011/6/9,106,7,Michael Stuhlbarg,110208,Joel Coen
1995,1.5748,"$30,000,000 ","$47,244,000 ","$9,353,573 ","$14,730,007 ",Twentieth Century Fox Film Corporation,USA,James Wong,Action,,Dragonball: Evolution,PG,2004/10/9,85,2.6,Justin Chatwin,60877,Ben Ramsey
1995,1.5748,"$17,000,000 ","$26,771,600 ","$9,451,946 ","$14,884,925 ",Focus Features,USA,Sam Mendes,Comedy,,Away We Go,R,6/26/09,98,7.1,John Krasinski,47589,Dave Eggers
1995,1.5748,"$8,000,000 ","$12,598,400 ","$10,269,307 ","$16,172,105 ",Stage 6 Films,USA,Troy Duffy,Action,,The Boondock Saints II: All Saints Day,R,2012/11/9,118,6.3,Sean Patrick Flanery,55823,Troy Duffy
1994,1.6195,"$50,200,000 ","$81,298,900 ","$62,495,645 ","$101,211,697 ",Universal Pictures,USA,George Nolfi,Romance,,The Adjustment Bureau,PG-13,2003/4/11,106,7.1,Matt Damon,211918,George Nolfi
1994,1.6195,"$55,000,000 ","$89,072,500 ","$68,224,452 ","$110,489,500 ",Twentieth Century Fox Film Corporation,USA,Mark Waters,Comedy,,Mr. Popper's Penguins,PG,6/17/11,100,6,Jim Carrey,73019,Sean Anders
1994,1.6195,"$25,000,000 ","$40,487,500 ","$70,662,220 ","$114,437,465 ",Paramount Pictures,USA,Ivan Reitman,Comedy,,No Strings Attached,R,1/21/11,108,6.2,Natalie Portman,181844,Elizabeth Meriwether
1994,1.6195,"$150,000,000 ","$242,925,000 ","$73,864,507 ","$119,623,569 ",Paramount Pictures,USA,Martin Scorsese,Adventure,,Hugo,PG,11/23/11,126,7.5,Asa Butterfield,264187,John Logan
1994,1.6195,"$79,000,000 ","$127,940,500 ","$74,158,157 ","$120,099,135 ",Columbia Pictures,USA,Dennis Dugan,Comedy,,Jack and Jill,PG,2011/11/11,91,3.4,Adam Sandler,65046,Steve Koren
1994,1.6195,"$50,000,000 ","$80,975,000 ","$75,605,492 ","$122,443,094 ",Columbia Pictures,USA,Bennett Miller,Biography,,Moneyball,PG-13,9/23/11,133,7.6,Brad Pitt,302465,Steven Zaillian
1994,1.6195,"$50,000,000 ","$80,975,000 ","$75,624,550 ","$122,473,959 ",Twentieth Century Fox Film Corporation,USA,Cameron Crowe,Comedy,,We Bought a Zoo,PG,12/23/11,124,7.1,Matt Damon,118916,Aline Brosh McKenna
1994,1.6195,"$60,000,000 ","$97,170,000 ","$75,658,097 ","$122,528,288 ",Warner Bros.,USA,Steven Soderbergh,Drama,,Contagion,PG-13,2009/9/11,106,6.6,Matt Damon,189798,Scott Z. Burns
1994,1.6195,"$135,000,000 ","$218,632,500 ","$77,591,831 ","$125,659,970 ",Columbia Pictures,USA,Steven Spielberg,Animation,,The Adventures of Tintin,PG,12/21/11,107,7.4,Jamie Bell,188070,Herg
1994,1.6195,"$75,000,000 ","$121,462,500 ","$78,046,570 ","$126,396,420 ",Universal Pictures,USA,Brett Ratner,Action,,Tower Heist,PG-13,2011/4/11,104,6.2,Eddie Murphy,116459,Adam Cooper
1994,1.6195,"$27,000,000 ","$43,726,500 ","$79,249,455 ","$128,344,492 ",Relativity Media,USA,Neil Burger,Mystery,,Limitless,PG-13,3/18/11,105,7.4,Bradley Cooper,454361,Leslie Dixon
1994,1.6195,"$66,000,000 ","$106,887,000 ","$79,884,879 ","$129,373,562 ",DreamWorks,USA,Steven Spielberg,Drama,,War Horse,PG-13,12/25/11,146,7.2,Jeremy Irvine,125204,Lee Hall
1994,1.6195,"$80,000,000 ","$129,560,000 ","$80,360,843 ","$130,144,385 ",Columbia Pictures,USA,Frank Coraci,Comedy,,Zookeeper,PG,2007/8/11,100,5.2,Kevin James,48201,Nick Bakay
1994,1.6195,"$20,000,000 ","$32,390,000 ","$82,584,160 ","$133,745,047 ",Fox Searchlight Pictures,USA,Alexander Payne,Comedy,,The Descendants,R,2012/9/11,115,7.3,George Clooney,213733,Alexander Payne
1994,1.6195,"$75,000,000 ","$121,462,500 ","$83,504,017 ","$135,234,756 ",Relativity Media,USA,Tarsem Singh,Action,,Immortals,R,2011/11/11,110,6,Henry Cavill,144952,Charley Parlapanides
1994,1.6195,"$70,000,000 ","$113,365,000 ","$83,552,429 ","$135,313,159 ",Columbia Pictures,USA,Jonathan Liebesman,Action,,Battle Los Angeles,PG-13,2003/11/11,116,5.8,Aaron Eckhart,160672,Christopher Bertolini
1994,1.6195,"$50,000,000 ","$80,975,000 ","$84,351,197 ","$136,606,764 ",Carousel Productions (II),USA,Glenn Ficarra,Comedy,,"Crazy, Stupid, Love.",PG-13,7/29/11,100,7.4,Steve Carell,404694,Dan Fogelman
1994,1.6195,"$110,000,000 ","$178,145,000 ","$85,468,508 ","$138,416,249 ",DreamWorks,USA,Shawn Levy,Action,,Real Steel,PG-13,2010/7/11,127,7.1,Hugh Jackman,268336,John Gatins
1994,1.6195,"$45,000,000 ","$72,877,500 ","$88,631,237 ","$143,538,288 ",Walt Disney Pictures,USA,James Bobin,Adventure,,The Muppets,PG,11/23/11,100,7.1,Amy Adams,78440,Jason Segel
1994,1.6195,"$120,000,000 ","$194,340,000 ","$98,780,042 ","$159,974,278 ",Columbia Pictures,USA,Michel Gondry,Action,,The Green Hornet,PG-13,1/14/11,100,5.8,Seth Rogen,142094,Seth Rogen
1994,1.6195,"$163,000,000 ","$263,978,500 ","$100,240,551 ","$162,339,572 ",Universal Pictures,USA,Jon Favreau,Action,,Cowboys & Aliens,PG-13,7/29/11,119,6,Daniel Craig,182868,Roberto Orci
1994,1.6195,"$20,000,000 ","$32,390,000 ","$100,292,856 ","$162,424,280 ",Columbia Pictures,USA,Jake Kasdan,Comedy,,Bad Teacher,R,6/24/11,92,5.7,Cameron Diaz,169725,Gene Stupnitsky
1994,1.6195,"$90,000,000 ","$145,755,000 ","$102,515,793 ","$166,024,327 ",Columbia Pictures,USA,David Fincher,Crime,,The Girl with the Dragon Tattoo,R,12/21/11,158,7.8,Daniel Craig,356094,Steven Zaillian
1994,1.6195,"$80,000,000 ","$129,560,000 ","$103,028,109 ","$166,854,023 ",Columbia Pictures,USA,Dennis Dugan,Comedy,,Just Go with It,PG-13,2002/11/11,117,6.4,Adam Sandler,185840,Allan Loeb
1994,1.6195,"$5,000,000 ","$8,097,500 ","$104,007,828 ","$168,440,677 ",Paramount Pictures,USA,Henry Joost,Horror,,Paranormal Activity 3,R,10/21/11,83,5.8,Chloe Csengery,80871,Christopher Landon
1994,1.6195,"$63,000,000 ","$102,028,500 ","$108,085,305 ","$175,044,151 ",Universal Pictures,USA,Tim Hill,Animation,,Hop,PG,2004/1/11,100,5.5,Russell Brand,26043,Cinco Paul
1994,1.6195,"$200,000,000 ","$323,900,000 ","$116,601,172 ","$188,835,598 ",Warner Bros.,USA,Martin Campbell,Action,,Green Lantern,PG-13,6/17/11,114,5.6,Ryan Reynolds,235591,Greg Berlanti
1994,1.6195,"$35,000,000 ","$56,682,500 ","$117,538,559 ","$190,353,696 ",New Line Cinema,USA,Seth Gordon,Comedy,,Horrible Bosses,R,2007/8/11,106,6.9,Jason Bateman,375032,Michael Markowitz
1994,1.6195,"$135,000,000 ","$218,632,500 ","$123,477,607 ","$199,971,985 ",Paramount Pictures,USA,Gore Verbinski,Animation,,Rango,PG,2003/4/11,107,7.2,Johnny Depp,198267,John Logan
1994,1.6195,"$50,000,000 ","$80,975,000 ","$127,004,179 ","$205,683,268 ",Paramount Pictures,USA,J.J. Abrams,Mystery,,Super 8,PG-13,2006/10/11,112,7,Elle Fanning,303656,J.J. Abrams
1994,1.6195,"$75,000,000 ","$121,462,500 ","$133,110,742 ","$215,572,847 ",Fox 2000 Pictures,USA,Mike Mitchell,Animation,,Alvin and the Chipmunks: Chipwrecked,G,12/16/11,87,4.4,Justin Long,24939,Jonathan Aibel
1994,1.6195,"$110,000,000 ","$178,145,000 ","$142,614,158 ","$230,963,629 ",Columbia Pictures,USA,Raja Gosnell,Animation,,The Smurfs,PG,7/29/11,100,5.5,Hank Azaria,71925,J. David Stem
1994,1.6195,"$90,000,000 ","$145,755,000 ","$143,619,809 ","$232,592,281 ",Twentieth Century Fox Animation,USA,Carlos Saldanha,Animation,,Rio,G,4/15/11,96,6.9,Jesse Eisenberg,177152,Carlos Saldanha
1994,1.6195,"$160,000,000 ","$259,120,000 ","$146,408,305 ","$237,108,250 ",Twentieth Century Fox Film Corporation,USA,Matthew Vaughn,Action,,X-Men: First Class,PG-13,2006/3/11,132,7.8,James McAvoy,561501,Ashley Miller
1994,1.6195,"$130,000,000 ","$210,535,000 ","$149,260,504 ","$241,727,386 ",DreamWorks Animation,USA,Chris Miller,Animation,,Puss in Boots,PG,10/28/11,90,6.7,Antonio Banderas,122582,Tom Wheeler
1994,1.6195,"$150,000,000 ","$242,925,000 ","$165,249,063 ","$267,620,858 ",DreamWorks Animation,USA,Jennifer Yuh Nelson,Animation,,Kung Fu Panda 2,PG,5/26/11,90,7.3,Jack Black,203107,Jonathan Aibel
1994,1.6195,"$32,500,000 ","$52,633,750 ","$169,106,725 ","$273,868,341 ",Universal Pictures,USA,Paul Feig,Comedy,,Bridesmaids,R,5/13/11,125,6.8,Kristen Wiig,232190,Kristen Wiig
1994,1.6195,"$25,000,000 ","$40,487,500 ","$169,708,112 ","$274,842,287 ",DreamWorks,USA,Tate Taylor,Drama,,The Help,PG-13,2008/10/11,146,8.1,Emma Stone,351321,Tate Taylor
1994,1.6195,"$140,000,000 ","$226,730,000 ","$176,654,505 ","$286,091,971 ",Paramount Pictures,USA,Joe Johnston,Action,,Captain America: The First Avenger,PG-13,7/22/11,124,6.9,Chris Evans,563504,Christopher Markus
1994,1.6195,"$93,000,000 ","$150,613,500 ","$176,760,185 ","$286,263,120 ",Twentieth Century Fox Film Corporation,USA,Rupert Wyatt,Action,,Rise of the Planet of the Apes,PG-13,2008/5/11,105,7.6,James Franco,439105,Rick Jaffa
1994,1.6195,"$150,000,000 ","$242,925,000 ","$181,030,624 ","$293,179,096 ",Paramount Pictures,USA,Kenneth Branagh,Action,,Thor,PG-13,2005/6/11,115,7,Chris Hemsworth,585830,Ashley Miller
1994,1.6195,"$125,000,000 ","$202,437,500 ","$186,848,418 ","$302,601,013 ",Warner Bros.,USA,Guy Ritchie,Action,,Sherlock Holmes: A Game of Shadows,PG-13,12/16/11,129,7.5,Robert Downey Jr.,365008,Michele Mulroney
1994,1.6195,"$200,000,000 ","$323,900,000 ","$191,452,396 ","$310,057,155 ",Walt Disney Pictures,USA,John Lasseter,Animation,,Cars 2,G,6/24/11,106,6.2,Owen Wilson,116477,John Lasseter
1994,1.6195,"$145,000,000 ","$234,827,500 ","$209,397,903 ","$339,119,904 ",Paramount Pictures,USA,Brad Bird,Action,,Mission: Impossible - Ghost Protocol,PG-13,12/21/11,132,7.4,Tom Cruise,388730,Bruce Geller
1994,1.6195,"$125,000,000 ","$202,437,500 ","$209,837,675 ","$339,832,115 ",Universal Pictures,USA,Justin Lin,Action,,Fast Five,PG-13,4/29/11,130,7.3,Vin Diesel,307369,Chris Morgan
1994,1.6195,"$250,000,000 ","$404,875,000 ","$241,071,802 ","$390,415,783 ",Walt Disney Pictures,USA,Rob Marshall,Action,,Pirates of the Caribbean: On Stranger Tides,PG-13,5/20/11,100,6.6,Johnny Depp,408968,Ted Elliott
1994,1.6195,"$80,000,000 ","$129,560,000 ","$254,464,305 ","$412,104,942 ",Warner Bros.,USA,Todd Phillips,Comedy,,The Hangover Part II,R,5/26/11,102,6.5,Bradley Cooper,402097,Craig Mazin
1994,1.6195,"$110,000,000 ","$178,145,000 ","$281,287,133 ","$455,544,512 ",Summit Entertainment,USA,Bill Condon,Adventure,,The Twilight Saga: Breaking Dawn - Part 1,PG-13,11/18/11,117,4.9,Kristen Stewart,193280,Melissa Rosenberg
1994,1.6195,"$195,000,000 ","$315,802,500 ","$352,390,543 ","$570,696,484 ",Paramount Pictures,USA,Michael Bay,Action,,Transformers: Dark of the Moon,PG-13,6/29/11,154,6.3,Shia LaBeouf,345669,Ehren Kruger
1994,1.6195,"$125,000,000 ","$202,437,500 ","$381,011,219 ","$617,047,669 ",Warner Bros.,USA,David Yates,Adventure,,Harry Potter and the Deathly Hallows: Part 2,PG-13,7/15/11,130,8.1,Daniel Radcliffe,608969,Steve Kloves
1994,1.6195,"$8,000,000 ","$12,956,000 ","$3,669 ","$5,942 ",Annapurna Productions,USA,Mitch Glazer,Drama,,Passion Play,R,2011,94,5,Mickey Rourke,7540,Mitch Glazer
1994,1.6195,"$25,000,000 ","$40,487,500 ","$6,911 ","$11,192 ",GK Films,USA,William Monahan,Crime,,London Boulevard,R,11/26/10,103,6.2,Colin Farrell,42460,William Monahan
1994,1.6195,"$650,000 ","$1,052,675 ","$18,469 ","$29,911 ",Glass Eye Pix,USA,Jim Mickle,Drama,,Stake Land,R,2012/9/11,98,6.5,Connor Paolo,36801,Nick Damici
1994,1.6195,"$10,000,000 ","$16,195,000 ","$22,197 ","$35,948 ",Herrick Entertainment,USA,Brad Anderson,Horror,,Vanishing on 7th Street,R,2002/5/11,92,4.9,Hayden Christensen,22864,Anthony Jaswinski
1994,1.6195,"$500,000 ","$809,750 ","$48,430 ","$78,432 ",Stacey Testro International,USA,Nick Tomnay,Comedy,,The Perfect Host,R,2005/7/11,100,6.8,David Hyde Pierce,21832,Nick Tomnay
1994,1.6195,"$4,000,000 ","$6,478,000 ","$53,630 ","$86,854 ",The Weinstein Company,USA,Abe Sylvia,Comedy,,Dirty Girl,R,2007/7/11,90,6.5,Juno Temple,9432,Abe Sylvia
1994,1.6195,"$800,000 ","$1,295,600 ","$62,000 ","$100,409 ",ArieScope Pictures,USA,Adam Green,Comedy,,Hatchet II,R,10-Nov,85,5.5,Danielle Harris,10103,Adam Green
1994,1.6195,"$2,000,000 ","$3,239,000 ","$93,051 ","$150,696 ",Cinetel Films,USA,Steven R. Monroe,Crime,,I Spit on Your Grave,R,2003/4/11,108,6.3,Sarah Butler,61717,Adam Rockoff
1994,1.6195,"$12,000,000 ","$19,434,000 ","$101,882 ","$164,998 ",Company Films,USA,Malcolm Venville,Comedy,,Henry's Crime,R,1/14/11,108,6,Keanu Reeves,16513,Sacha Gervasi
1994,1.6195,"$4,500,000 ","$7,287,750 ","$103,280 ","$167,262 ",10th Hole Productions,USA,Galt Niederhoffer,Comedy,,The Romantics,PG-13,5/26/10,100,5.1,Katie Holmes,10547,Galt Niederhoffer
1994,1.6195,"$9,500,000 ","$15,385,250 ","$120,016 ","$194,366 ",Millennium Films,USA,David Schwimmer,Crime,,Trust,R,2003/9/12,106,6.9,Clive Owen,36805,Andy Bellin
1994,1.6195,"$25,000,000 ","$40,487,500 ","$134,904 ","$218,477 ",Aramid Entertainment Fund,USA,Taylor Hackford,Biography,,Love Ranch,R,2001/6/11,100,5.7,Helen Mirren,2558,Mark Jacobson
1994,1.6195,"$13,000,000 ","$21,053,500 ","$214,966 ","$348,137 ",Hero Entertainment,USA,Michael Winterbottom,Crime,,The Killer Inside Me,R,12/17/10,109,6.1,Casey Affleck,30060,John Curran
1994,1.6195,"$20,000,000 ","$32,390,000 ","$277,943 ","$450,129 ",Miramax,USA,Julie Taymor,Comedy,,The Tempest,PG-13,2001/7/11,110,5.4,Helen Mirren,6589,Julie Taymor
1994,1.6195,"$2,500,000 ","$4,048,750 ","$322,157 ","$521,733 ",This Is That Productions,USA,James Gunn,Comedy,,Super,R,2006/10/11,100,6.8,Rainn Wilson,65689,James Gunn
1994,1.6195,"$7,000,000 ","$11,336,500 ","$382,946 ","$620,181 ","Last Picture Company, The",USA,Spencer Susser,Comedy,,Hesher,R,6/25/11,106,7.1,Joseph Gordon-Levitt,46153,Spencer Susser
1994,1.6195,"$65,000 ","$105,268 ","$389,804 ","$631,288 ",Tiny Ponies,USA,Lena Dunham,Comedy,,Tiny Furniture,NOT RATED,3/30/12,98,6.2,Lena Dunham,12702,Lena Dunham
1994,1.6195,"$20,000,000 ","$32,390,000 ","$1,183,354 ","$1,916,442 ",Hyde Park Films,USA,Kevin Munroe,Action,,Dylan Dog: Dead of Night,PG-13,4/29/11,100,5.1,Brandon Routh,13559,Thomas Dean Donnelly
1994,1.6195,"$14,000,000 ","$22,673,000 ","$1,752,214 ","$2,837,711 ",Castle Rock Entertainment,USA,Rob Reiner,Comedy,,Flipped,PG,2009/10/10,100,7.7,Madeline Carroll,67346,Rob Reiner
1994,1.6195,"$7,000,000 ","$11,336,500 ","$1,768,416 ","$2,863,950 ",Focus Features,USA,Sofia Coppola,Comedy,,Somewhere,R,1/21/11,97,6.3,Stephen Dorff,38036,Sofia Coppola
1994,1.6195,"$22,000,000 ","$35,629,000 ","$1,796,024 ","$2,908,661 ",Millennium Films,USA,John Curran,Drama,,Stone,R,10/22/10,105,5.4,Edward Norton,36456,Angus MacLachlan
1994,1.6195,"$5,000,000 ","$8,097,500 ","$2,229,058 ","$3,609,959 ",Olympus Pictures,USA,John Cameron Mitchell,Drama,,Rabbit Hole,PG-13,1/28/11,91,7,Nicole Kidman,42926,David Lindsay-Abaire
1994,1.6195,"$5,000,000 ","$8,097,500 ","$2,711,210 ","$4,390,805 ",Temple Hill Entertainment,USA,Dan Rush,Comedy,,Everything Must Go,R,10/14/11,97,6.4,Will Ferrell,43290,Dan Rush
1994,1.6195,"$22,000,000 ","$35,629,000 ","$3,247,816 ","$5,259,838 ",Mediapro,USA,Woody Allen,Comedy,,You Will Meet a Tall Dark Stranger,R,10/22/10,100,6.3,Anthony Hopkins,39014,Woody Allen
1994,1.6195,"$10,000,000 ","$16,195,000 ","$3,571,735 ","$5,784,425 ",River Road Entertainment,USA,Floria Sigismondi,Biography,,The Runaways,R,3/19/10,106,6.6,Kristen Stewart,41586,Floria Sigismondi
1994,1.6195,"$3,200,000 ","$5,182,400 ","$5,790,894 ","$9,378,353 ",Olympus Pictures,USA,Mike Mills,Comedy,,Beginners,R,8/26/11,105,7.2,Ewan McGregor,78833,Mike Mills
1994,1.6195,"$8,000,000 ","$12,956,000 ","$6,350,058 ","$10,283,919 ",Focus Features,USA,Anna Boden,Comedy,,It's Kind of a Funny Story,PG-13,2010/8/10,101,7.1,Keir Gilchrist,116014,Anna Boden
1994,1.6195,"$2,000,000 ","$3,239,000 ","$6,531,503 ","$10,577,769 ",Anonymous Content,USA,Debra Granik,Drama,,Winter's Bone,R,7/16/10,100,7.2,Jennifer Lawrence,118433,Debra Granik
1994,1.6195,"$12,500,000 ","$20,243,750 ","$6,783,129 ","$10,985,277 ",Omega Entertainment,USA,Tony Goldwyn,Biography,,Conviction,R,2011/5/10,107,7.2,Hilary Swank,37145,Pamela Gray
1994,1.6195,"$7,000,000 ","$11,336,500 ","$7,455,447 ","$12,074,096 ",Scott Free Productions,USA,Jay Duplass,Comedy,,Cyrus,R,7/16/10,91,6.3,John C. Reilly,31320,Mark Duplass
1994,1.6195,"$10,000,000 ","$16,195,000 ","$8,460,995 ","$13,702,581 ",Broadway Video,USA,Jorma Taccone,Action,,MacGruber,R,5/21/10,90,5.5,Will Forte,37743,Will Forte
1994,1.6195,"$22,000,000 ","$35,629,000 ","$9,528,092 ","$15,430,745 ",River Road Entertainment,USA,Doug Liman,Biography,,Fair Game,PG-13,2012/3/10,108,6.8,Naomi Watts,40837,Jez Butterworth
1994,1.6195,"$3,500,000 ","$5,668,250 ","$9,737,892 ","$15,770,516 ",Incentive Filmed Entertainment,USA,Derek Cianfrance,Drama,,Blue Valentine,R,1/28/11,112,7.4,Ryan Gosling,154714,Derek Cianfrance
1994,1.6195,"$47,000,000 ","$76,116,500 ","$10,539,414 ","$17,068,581 ",Warner Bros.,USA,Jimmy Hayward,Action,,Jonah Hex,PG-13,6/18/10,81,4.7,Josh Brolin,48504,Mark Neveldine
1994,1.6195,"$25,000,000 ","$40,487,500 ","$11,538,204 ","$18,686,121 ","American Film Company, The",USA,Robert Redford,Crime,,The Conspirator,PG-13,4/15/11,122,6.9,Robin Wright,25030,James D. Solomon
1994,1.6195,"$31,000,000 ","$50,204,500 ","$11,854,694 ","$19,198,677 ",CBS Films,USA,Tom Vaughan,Drama,,Extraordinary Measures,PG,1/22/10,106,6.5,Brendan Fraser,14980,Robert Nelson Jacobs
1994,1.6195,"$32,000,000 ","$51,824,000 ","$13,794,835 ","$22,340,735 ",Universal Pictures,USA,Miguel Sapochnik,Action,,Repo Men,R,3/19/10,111,6.3,Jude Law,91561,Eric Garcia
1994,1.6195,"$25,000,000 ","$40,487,500 ","$14,637,490 ","$23,705,415 ",Rogue,USA,Wes Craven,Horror,,My Soul to Take,R,2010/8/10,100,4.8,Max Thieriot,17312,Wes Craven
1994,1.6195,"$35,000,000 ","$56,682,500 ","$17,596,256 ","$28,497,137 ",Summit Entertainment,USA,Roger Kumble,Comedy,,Furry Vengeance,PG,4/30/10,100,3.8,Brendan Fraser,13245,Michael Carnes
1994,1.6195,"$32,000,000 ","$51,824,000 ","$17,804,299 ","$28,834,062 ",New Line Cinema,USA,Nanette Burstein,Comedy,,Going the Distance,R,2009/3/10,100,6.3,Drew Barrymore,52508,Geoff LaTulippe
1994,1.6195,"$18,000,000 ","$29,151,000 ","$18,335,230 ","$29,693,905 ",Path,USA,Danny Boyle,Adventure,,127 Hours,R,1/28/11,94,7.6,James Franco,299503,Danny Boyle
1994,1.6195,"$16,000,000 ","$25,912,000 ","$19,068,240 ","$30,881,015 ",Summit Entertainment,USA,Allen Coulter,Drama,,Remember Me,PG-13,2003/12/10,113,7.2,Robert Pattinson,121432,Will Fetters
1994,1.6195,"$15,000,000 ","$24,292,500 ","$20,218,921 ","$32,744,543 ",Screen Gems,USA,Shana Feste,Drama,,Country Strong,PG-13,2001/7/11,117,6.3,Garrett Hedlund,15478,Shana Feste
1994,1.6195,"$3,500,000 ","$5,668,250 ","$20,811,365 ","$33,704,006 ",Focus Features,USA,Lisa Cholodenko,Comedy,,The Kids Are All Right,R,7/30/10,106,7.1,Annette Bening,115520,Lisa Cholodenko
1994,1.6195,"$35,000,000 ","$56,682,500 ","$21,148,651 ","$34,250,240 ",Lionsgate,USA,Paul Haggis,Crime,,The Next Three Days,PG-13,11/19/10,133,7.4,Russell Crowe,155358,Paul Haggis
1994,1.6195,"$10,000,000 ","$16,195,000 ","$21,371,425 ","$34,611,023 ",Rogue Pictures,USA,Colin Strause,Action,,Skyline,PG-13,2011/12/10,97,4.4,Eric Balfour,78787,Joshua Cordes
1994,1.6195,"$24,000,000 ","$38,868,000 ","$23,240,020 ","$37,637,212 ",CBS Films,USA,George Tillman Jr.,Action,,Faster,R,11/24/10,98,6.5,Dwayne Johnson,85407,Tony Gayton
1994,1.6195,"$25,000,000 ","$40,487,500 ","$23,580,735 ","$38,189,000 ",Warner Bros.,USA,Sylvain White,Action,,The Losers,PG-13,4/23/10,97,6.4,Idris Elba,78545,Peter Berg
1994,1.6195,"$25,000,000 ","$40,487,500 ","$24,042,490 ","$38,936,813 ",Miramax,USA,Troy Nixey,Fantasy,,Don't Be Afraid of the Dark,R,8/26/11,99,5.6,Katie Holmes,42545,Guillermo del Toro
1994,1.6195,"$28,000,000 ","$45,346,000 ","$24,268,828 ","$39,303,367 ",Relativity Media,USA,Brian Levant,Action,,The Spy Next Door,PG,1/15/10,94,5.4,Jackie Chan,33070,Jonathan Bernstein
1994,1.6195,"$24,000,000 ","$38,868,000 ","$25,003,155 ","$40,492,610 ",Dimension Films,USA,Alexandre Aja,Comedy,,Piranha 3D,R,8/20/10,88,5.5,Elisabeth Shue,76489,Pete Goldfinger
1994,1.6195,"$20,000,000 ","$32,390,000 ","$25,077,977 ","$40,613,784 ",Lions Gate Family Entertainment,USA,Anthony Bell,Animation,,Alpha and Omega,PG,9/17/10,90,5.3,Hayden Panettiere,11636,Chris Denk
1994,1.6195,"$20,000,000 ","$32,390,000 ","$25,702,053 ","$41,624,475 ",Touchstone Pictures,USA,Andy Fickman,Comedy,,You Again,PG,9/24/10,100,5.8,Kristen Bell,43588,Moe Jelline
1994,1.6195,"$19,000,000 ","$30,770,500 ","$25,918,920 ","$41,975,691 ",Universal Pictures,USA,Anand Tucker,Comedy,,Leap Year,PG,2001/8/10,100,6.5,Amy Adams,77685,Deborah Kaplan
1994,1.6195,"$15,000,000 ","$24,292,500 ","$26,161,406 ","$42,368,397 ",Fox 2000 Pictures,USA,Elizabeth Allen Rosenbaum,Adventure,,Ramona and Beezus,G,7/23/10,100,6.7,Joey King,14808,Laurie Craig
