year,Inflation rate, budget ,budget_cleaned, gross ,gross_cleaned,company,country,director,genre,,name,rating,released,runtime,score,star,votes,writer
2015,1.0126,"$3,500,000 ","$3,544,100 ","$615,654 ","$623,411 ",Duplass Brothers Productions,USA,Bryan Buckley,Comedy,,The Bronze,R,3/18/16,100,6,Melissa Rauch,7520,Melissa Rauch
2015,1.0126,"$100,000 ","$101,260 ","$701,837 ","$710,680 ",Duplass Brothers Productions,USA,Sean Baker,Comedy,,Tangerine,R,2007/10/15,88,7,Kitana Kiki Rodriguez,16597,Sean Baker
2015,1.0126,"$2,000,000 ","$2,025,200 ","$1,477,002 ","$1,495,612 ",Caviar,USA,Marielle Heller,Drama,,The Diary of a Teenage Girl,R,8/28/15,102,6.9,Bel Powley,22916,Phoebe Gloeckner
2015,1.0126,"$25,000,000 ","$25,315,000 ","$1,512,815 ","$1,531,876 ",1821 Pictures,USA,Gavin O'Connor,Action,,Jane Got a Gun,R,1/29/16,98,5.9,Natalie Portman,15689,Brian Duffield
2015,1.0126,"$13,000,000 ","$13,163,800 ","$1,646,468 ","$1,667,213 ",Bron Studios,USA,Marc Abraham,Biography,,I Saw the Light,R,2004/1/16,123,5.7,Tom Hiddleston,4460,Marc Abraham
2015,1.0126,"$8,000,000 ","$8,100,800 ","$1,712,111 ","$1,733,684 ",Lionsgate,USA,Mark Neveldine,Horror,,The Vatican Tapes,PG-13,2008/7/15,91,5.1,Olivia Taylor Dudley,13305,Christopher Borrelli
2015,1.0126,"$10,000,000 ","$10,126,000 ","$1,978,592 ","$2,003,522 ",Black Label Media,USA,Jean-Marc Vall_,Comedy,,Demolition,R,2004/8/16,101,7,Jake Gyllenhaal,64109,Bryan Sipe
2015,1.0126,"$5,000,000 ","$5,063,000 ","$2,184,640 ","$2,212,166 ",Allspark Pictures,USA,Jon M. Chu,Adventure,,Jem and the Holograms,PG,10/23/15,118,4.1,Aubrey Peeples,5640,Ryan Landels
2015,1.0126,"$15,000,000 ","$15,189,000 ","$2,982,281 ","$3,019,858 ",Covert Media,USA,Barry Levinson,Comedy,,Rock the Kasbah,R,10/23/15,106,5.5,Bill Murray,8063,Mitch Glazer
2015,1.0126,"$5,000,000 ","$5,063,000 ","$3,219,029 ","$3,259,589 ",Broad Green Pictures,USA,Jeremy Saulnier,Crime,,Green Room,R,5/13/16,95,7,Anton Yelchin,69349,Jeremy Saulnier
2015,1.0126,"$8,000,000 ","$8,100,800 ","$3,442,820 ","$3,486,200 ",Harmonius Claptrap,USA,Duke Johnson,Animation,,Anomalisa,R,2002/5/16,90,7.2,David Thewlis,47499,Charlie Kaufman
2015,1.0126,"$15,000,000 ","$15,189,000 ","$3,635,292 ","$3,681,097 ",Broken Road Productions,USA,Christopher Landon,Action,,Scouts Guide to the Zombie Apocalypse,R,10/30/15,93,6.3,Tye Sheridan,33629,Carrie Lee Wilson
2015,1.0126,"$11,000,000 ","$11,138,600 ","$4,027,764 ","$4,078,514 ",Gravier Productions,USA,Woody Allen,Comedy,,Irrational Man,R,2008/7/15,95,6.6,Joaquin Phoenix,42507,Woody Allen
2015,1.0126,"$3,200,000 ","$3,240,320 ","$4,265,673 ","$4,319,420 ",Anonymous Content,USA,Lorene Scafaria,Comedy,,The Meddler,PG-13,2006/3/16,103,6.3,Susan Sarandon,7979,Lorene Scafaria
2015,1.0126,"$5,000,000 ","$5,063,000 ","$4,700,361 ","$4,759,586 ",Astute Films,USA,Michael Polish,Drama,,90 Minutes in Heaven,PG-13,2009/11/15,121,4.7,Kate Bosworth,2631,Michael Polish
2015,1.0126,"$10,000,000 ","$10,126,000 ","$5,348,317 ","$5,415,706 ",Big Indie Pictures,USA,Dan Fogelman,Comedy,,Danny Collins,R,2004/10/15,106,7,Al Pacino,24666,Dan Fogelman
2015,1.0126,"$40,000,000 ","$40,504,000 ","$5,775,076 ","$5,847,842 ",Davis Entertainment,USA,Paul McGuigan,Drama,,Victor Frankenstein,PG-13,11/25/15,110,6,Daniel Radcliffe,40525,Max Landis
2015,1.0126,"$8,000,000 ","$8,100,800 ","$6,743,776 ","$6,828,748 ",Indian Paintbrush,USA,Alfonso Gomez-Rejon,Comedy,,Me and Earl and the Dying Girl,PG-13,2007/1/15,105,7.8,Thomas Mann,96689,Jesse Andrews
2015,1.0126,"$28,000,000 ","$28,352,800 ","$6,998,324 ","$7,086,503 ",Participant Media,USA,David Gordon Green,Comedy,,Our Brand Is Crisis,R,10/30/15,107,6.1,Sandra Bullock,16204,Peter Straughan
2015,1.0126,"$70,000,000 ","$70,882,000 ","$7,097,125 ","$7,186,549 ",Forward Pass,USA,Michael Mann,Crime,,Blackhat,R,1/16/15,133,5.4,Chris Hemsworth,44249,Morgan Davis Foehl
2015,1.0126,"$15,000,000 ","$15,189,000 ","$7,857,741 ","$7,956,749 ",Bleecker Street Films,USA,Jay Roach,Biography,,Trumbo,R,11/27/15,124,7.5,Bryan Cranston,60593,John McNamara
2015,1.0126,"$35,000,000 ","$35,441,000 ","$10,137,502 ","$10,265,235 ",Sony Pictures Entertainment (SPE),USA,Robert Zemeckis,Adventure,,The Walk,PG,2010/9/15,123,7.3,Joseph Gordon-Levitt,97203,Robert Zemeckis
2015,1.0126,"$35,000,000 ","$35,441,000 ","$10,214,013 ","$10,342,710 ",Regency Enterprises,USA,Ken Scott,Comedy,,Unfinished Business,R,2003/6/15,91,5.4,Vince Vaughn,26051,Steve Conrad
2015,1.0126,"$40,000,000 ","$40,504,000 ","$10,640,645 ","$10,774,717 ",StudioCanal,USA,Pierre Morel,Action,,The Gunman,R,3/20/15,115,5.8,Sean Penn,32345,Jean-Patrick Manchette
2015,1.0126,"$26,000,000 ","$26,327,600 ","$12,276,810 ","$12,431,498 ",Endgame Entertainment,USA,Tarsem Singh,Action,,Self/less,PG-13,2007/10/15,117,6.5,Ryan Reynolds,70564,_ex Pastor
2015,1.0126,"$14,000,000 ","$14,176,400 ","$12,282,677 ","$12,437,439 ",Paramount Pictures,USA,Steve Pink,Comedy,,Hot Tub Time Machine 2,R,2/20/15,93,5.1,Rob Corddry,31612,Josh Heald
2015,1.0126,"$20,000,000 ","$20,252,000 ","$13,650,738 ","$13,822,737 ",3 Arts Entertainment,USA,John Wells,Comedy,,Burnt,R,10/30/15,101,6.6,Bradley Cooper,80803,Steven Knight
2015,1.0126,"$28,000,000 ","$28,352,800 ","$14,434,604 ","$14,616,480 ",PalmStar Media,USA,Nima Nourizadeh,Action,,American Ultra,R,8/21/15,100,6.1,Jesse Eisenberg,67391,Max Landis
2015,1.0126,"$1,000,000 ","$1,012,600 ","$14,443,077 ","$14,625,060 ",Red Crown Productions,USA,Michael Showalter,Comedy,,"Hello, My Name Is Doris",R,2004/1/16,90,6.7,Sally Field,14007,Laura Terruso
2015,1.0126,"$7,000,000 ","$7,088,200 ","$17,474,107 ","$17,694,281 ",Forest Whitaker's Significant Productions,USA,Rick Famuyiwa,Comedy,,Dope,R,6/19/15,103,7.3,Shameik Moore,69552,Rick Famuyiwa
2015,1.0126,"$10,000,000 ","$10,126,000 ","$18,300,124 ","$18,530,706 ",Blumhouse Productions,USA,Gregory Plotkin,Horror,,Paranormal Activity: The Ghost Dimension,R,10/23/15,88,4.6,Chris J. Murray,19280,Jason Pagan
2015,1.0126,"$19,500,000 ","$19,745,700 ","$20,180,155 ","$20,434,425 ",IM Global,USA,Billy Ray,Crime,,Secret in Their Eyes,PG-13,11/20/15,111,6.2,Chiwetel Ejiofor,29254,Billy Ray
2015,1.0126,"$37,000,000 ","$37,466,200 ","$20,991,497 ","$21,255,990 ",Columbia Pictures,USA,Cameron Crowe,Comedy,,Aloha,PG-13,5/29/15,105,5.4,Bradley Cooper,46828,Cameron Crowe
2015,1.0126,"$12,000,000 ","$12,151,200 ","$22,331,028 ","$22,612,399 ",Insurge Pictures,USA,Dean Israelite,Sci-Fi,,Project Almanac,PG-13,1/30/15,106,6.4,Amy Landecker,65169,Jason Pagan
2015,1.0126,"$35,000,000 ","$35,441,000 ","$22,464,430 ","$22,747,482 ",Twentieth Century Fox Film Corporation,USA,Aleksander Bach,Action,,Hitman: Agent 47,R,8/21/15,96,5.7,Rupert Friend,72970,Skip Woods
2015,1.0126,"$100,000,000 ","$101,260,000 ","$25,020,758 ","$25,336,020 ",Warner Bros.,USA,Ron Howard,Action,,In the Heart of the Sea,PG-13,2012/11/15,122,6.9,Chris Hemsworth,94603,Charles Leavitt
2015,1.0126,"$3,500,000 ","$3,544,100 ","$25,138,292 ","$25,455,034 ",Parts and Labor,USA,Robert Eggers,Horror,,The Witch,R,2/19/16,92,6.8,Anya Taylor-Joy,111384,Robert Eggers
2015,1.0126,"$3,300,000 ","$3,341,580 ","$25,799,043 ","$26,124,111 ",Blumhouse Productions,USA,David Gelb,Horror,,The Lazarus Effect,PG-13,2/27/15,83,5.2,Olivia Wilde,32659,Luke Dawson
2015,1.0126,"$17,000,000 ","$17,214,200 ","$26,284,475 ","$26,615,659 ",CBS Films,USA,Jessie Nelson,Comedy,,Love the Coopers,PG-13,11/13/15,107,5.7,Steve Martin,13475,Steven Rogers
2015,1.0126,"$50,000,000 ","$50,630,000 ","$26,442,251 ","$26,775,423 ",Warner Bros.,USA,Jaume Collet-Serra,Action,,Run All Night,R,3/13/15,114,6.6,Liam Neeson,85225,Brad Ingelsby
2015,1.0126,"$18,000,000 ","$18,226,800 ","$26,822,144 ","$27,160,103 ",Clinica Estetico,USA,Jonathan Demme,Comedy,,Ricki and the Flash,PG-13,2008/7/15,101,6,Meryl Streep,18428,Diablo Cody
2015,1.0126,"$16,200,000 ","$16,404,120 ","$27,285,953 ","$27,629,756 ",Bold Films,USA,John Erick Dowdle,Action,,No Escape,R,8/26/15,103,6.8,Lake Bell,61262,John Erick Dowdle
2015,1.0126,"$90,000,000 ","$91,134,000 ","$27,367,660 ","$27,712,493 ",Summit Entertainment,USA,Breck Eisner,Action,,The Last Witch Hunter,PG-13,10/23/15,106,6,Vin Diesel,74795,Cory Goodman
2015,1.0126,"$10,000,000 ","$10,126,000 ","$27,736,779 ","$28,086,262 ",Entertainment One,USA,Ciar_ Foy,Horror,,Sinister 2,R,8/21/15,97,5.3,James Ransone,33723,Scott Derrickson
2015,1.0126,"$8,000,000 ","$8,100,800 ","$29,467,855 ","$29,839,150 ",Route One Entertainment,USA,Ken Kwapis,Adventure,,A Walk in the Woods,R,2009/2/15,104,6.3,Robert Redford,18661,Michael Arndt
2015,1.0126,"$55,000,000 ","$55,693,000 ","$31,056,945 ","$31,448,263 ",Double Dare You (DDY),USA,Guillermo del Toro,Drama,,Crimson Peak,R,10/16/15,119,6.5,Mia Wasikowska,102529,Guillermo del Toro
2015,1.0126,"$12,000,000 ","$12,151,200 ","$32,000,304 ","$32,403,508 ",Fox 2000 Pictures,USA,Jake Schreier,Drama,,Paper Towns,PG-13,7/24/15,109,6.3,Nat Wolff,76635,Scott Neustadter
2015,1.0126,"$30,000,000 ","$30,378,000 ","$32,361,416 ","$32,769,170 ",Warner Bros.,USA,Doug Ellin,Comedy,,Entourage,R,2006/3/15,104,6.6,Adrian Grenier,66336,Doug Ellin
2015,1.0126,"$8,500,000 ","$8,607,100 ","$34,017,854 ","$34,446,479 ",CBS Films,USA,Ari Sandel,Comedy,,The DUFF,PG-13,2/20/15,101,6.5,Mae Whitman,60469,Josh A. Cagan
2015,1.0126,"$35,000,000 ","$35,441,000 ","$34,507,079 ","$34,941,868 ",Metro-Goldwyn-Mayer (MGM),USA,Anne Fletcher,Action,,Hot Pursuit,PG-13,2005/8/15,87,5.1,Reese Witherspoon,40431,David Feeney
2015,1.0126,"$150,000,000 ","$151,890,000 ","$35,088,320 ","$35,530,433 ",Warner Bros.,USA,Joe Wright,Adventure,,Pan,PG,2010/9/15,111,5.8,Levi Miller,49650,Jason Fuchs
2015,1.0126,"$4,000,000 ","$4,050,400 ","$35,385,560 ","$35,831,418 ",Universal Pictures,USA,Rob Cohen,Mystery,,The Boy Next Door,R,1/23/15,91,4.7,Jennifer Lopez,31057,Barbara Curry
2015,1.0126,"$34,000,000 ","$34,428,400 ","$37,432,299 ","$37,903,946 ",Fox 2000 Pictures,USA,George Tillman Jr.,Drama,,The Longest Ride,PG-13,2004/10/15,123,7.1,Scott Eastwood,61182,Nicholas Sparks
2015,1.0126,"$25,000,000 ","$25,315,000 ","$42,478,175 ","$43,013,400 ",Lakeshore Entertainment,USA,Lee Toland Krieger,Drama,,The Age of Adaline,PG-13,4/24/15,112,7.2,Blake Lively,118727,J. Mills Goodloe
2015,1.0126,"$15,000,000 ","$15,189,000 ","$42,592,530 ","$43,129,196 ",Legendary Entertainment,USA,Michael Dougherty,Comedy,,Krampus,PG-13,2012/4/15,98,6.2,Adam Scott,44393,Todd Casey
2015,1.0126,"$20,000,000 ","$20,252,000 ","$42,652,003 ","$43,189,418 ",Metro-Goldwyn-Mayer (MGM),USA,Boaz Yakin,Adventure,,Max,PG,6/26/15,111,6.8,Thomas Haden Church,22181,Boaz Yakin
2015,1.0126,"$25,000,000 ","$25,315,000 ","$43,035,725 ","$43,577,975 ",Columbia Pictures,USA,Jonathan Levine,Adventure,,The Night Before,R,11/20/15,101,6.4,Joseph Gordon-Levitt,45947,Jonathan Levine
2015,1.0126,"$5,000,000 ","$5,063,000 ","$43,771,291 ","$44,322,809 ",Blumhouse Productions,USA,Joel Edgerton,Drama,,The Gift,R,2008/7/15,108,7.1,Jason Bateman,103554,Joel Edgerton
2015,1.0126,"$17,000,000 ","$17,214,200 ","$44,469,602 ","$45,029,919 ",Mayhem Pictures,USA,Niki Caro,Biography,,"McFarland, USA",PG,2/20/15,129,7.4,Kevin Costner,27814,Christopher Cleveland
2015,1.0126,"$20,000,000 ","$20,252,000 ","$45,055,776 ","$45,623,479 ",Participant Media,USA,Tom McCarthy,Crime,,Spotlight,R,11/20/15,128,8.1,Mark Ruffalo,287421,Josh Singer
2015,1.0126,"$75,000,000 ","$75,945,000 ","$45,445,109 ","$46,017,717 ",Warner Bros.,USA,Guy Ritchie,Action,,The Man from U.N.C.L.E.,PG-13,8/14/15,116,7.3,Henry Cavill,212440,Guy Ritchie
2015,1.0126,"$30,000,000 ","$30,378,000 ","$46,889,293 ","$47,480,098 ",Black Label Media,USA,Denis Villeneuve,Action,,Sicario,R,2010/2/15,121,7.6,Emily Blunt,257207,Taylor Sheridan
2015,1.0126,"$176,000,000 ","$178,217,600 ","$47,387,723 ","$47,984,808 ",Warner Bros.,USA,Lana Wachowski,Action,,Jupiter Ascending,PG-13,2002/6/15,127,5.3,Channing Tatum,153531,Lilly Wachowski
2015,1.0126,"$35,000,000 ","$35,441,000 ","$47,425,125 ","$48,022,682 ",Fox 2000 Pictures,USA,Gil Kenan,Horror,,Poltergeist,PG-13,5/22/15,93,4.9,Sam Rockwell,47376,David Lindsay-Abaire
2015,1.0126,"$50,100,000 ","$50,731,260 ","$53,862,963 ","$54,541,636 ",Kramer & Sigman Films,USA,Glenn Ficarra,Comedy,,Focus,R,2/27/15,105,6.6,Will Smith,171771,Glenn Ficarra
2015,1.0126,"$44,000,000 ","$44,554,400 ","$54,117,416 ","$54,799,295 ",Visiona Romantica,USA,Quentin Tarantino,Crime,,The Hateful Eight,R,12/30/15,167,7.8,Samuel L. Jackson,360020,Quentin Tarantino
2015,1.0126,"$120,000,000 ","$121,512,000 ","$56,117,548 ","$56,824,629 ",Twentieth Century Fox Film Corporation,USA,Josh Trank,Action,,Fantastic Four,PG-13,2008/7/15,100,4.3,Miles Teller,125934,Jeremy Slater
2015,1.0126,"$60,000,000 ","$60,756,000 ","$56,451,232 ","$57,162,518 ",Fox 2000 Pictures,USA,David O. Russell,Biography,,Joy,PG-13,12/25/15,124,6.6,Jennifer Lawrence,102242,David O. Russell
2015,1.0126,"$12,000,000 ","$12,151,200 ","$57,017,904 ","$57,736,330 ",Rocklin \ Faust,USA,David M. Rosenthal,Drama,,The Perfect Guy,PG-13,2009/11/15,100,5.6,Sanaa Lathan,7922,Alan B. McElroy
2015,1.0126,"$31,000,000 ","$31,390,600 ","$58,884,188 ","$59,626,129 ",BenderSpink,USA,John Francis Daley,Adventure,,Vacation,R,7/29/15,99,6.1,Ed Helms,77487,Jonathan Goldstein
2015,1.0126,"$53,000,000 ","$53,667,800 ","$62,575,678 ","$63,364,132 ",Cross Creek Pictures,USA,Scott Cooper,Biography,,Black Mass,R,9/18/15,123,6.9,Johnny Depp,140407,Mark Mallouk
2015,1.0126,"$23,000,000 ","$23,289,800 ","$64,460,211 ","$65,272,410 ",LStar Capital,USA,Jeremy Garelick,Comedy,,The Wedding Ringer,R,1/16/15,101,6.7,Kevin Hart,60737,Jeremy Garelick
2015,1.0126,"$5,000,000 ","$5,063,000 ","$65,206,105 ","$66,027,702 ",Blinding Edge Pictures,USA,M. Night Shyamalan,Horror,,The Visit,PG-13,2009/11/15,94,6.2,Olivia DeJonge,86781,M. Night Shyamalan
2015,1.0126,"$14,800,000 ","$14,986,480 ","$66,013,057 ","$66,844,822 ",Warner Bros.,USA,Gregory Jacobs,Comedy,,Magic Mike XXL,R,2007/1/15,115,5.6,Channing Tatum,44006,Reid Carolin
2015,1.0126,"$3,000,000 ","$3,037,800 ","$67,790,117 ","$68,644,272 ",FaithStep Films,USA,Alex Kendrick,Drama,,War Room,PG,8/28/15,120,6.4,Priscilla C. Shirer,10268,Alex Kendrick
2015,1.0126,"$28,000,000 ","$28,352,800 ","$70,259,870 ","$71,145,144 ",Plan B Entertainment,USA,Adam McKay,Biography,,The Big Short,R,12/23/15,130,7.8,Christian Bale,260244,Charles Randolph
2015,1.0126,"$30,000,000 ","$30,378,000 ","$71,038,190 ","$71,933,271 ",Columbia Pictures,USA,Andy Fickman,Action,,Paul Blart: Mall Cop 2,PG,4/17/15,94,4.4,Kevin James,27268,Kevin James
2015,1.0126,"$40,000,000 ","$40,504,000 ","$72,313,754 ","$73,224,907 ",DreamWorks,USA,Steven Spielberg,Drama,,Bridge of Spies,PG-13,10/16/15,142,7.6,Tom Hanks,227862,Matt Charman
2015,1.0126,"$35,000,000 ","$35,441,000 ","$75,764,672 ","$76,719,307 ",Waverly Films,USA,Nancy Meyers,Comedy,,The Intern,PG-13,9/25/15,121,7.1,Robert De Niro,166416,Nancy Meyers
2015,1.0126,"$88,000,000 ","$89,108,800 ","$78,747,585 ","$79,739,805 ",Columbia Pictures,USA,Chris Columbus,Action,,Pixels,PG-13,7/24/15,105,5.6,Adam Sandler,106004,Tim Herlihy
2015,1.0126,"$58,000,000 ","$58,730,800 ","$80,080,379 ","$81,089,392 ",Columbia Pictures,USA,Rob Letterman,Adventure,,Goosebumps,PG,10/16/15,103,6.3,Jack Black,59906,Darren Lemke
2015,1.0126,"$68,000,000 ","$68,856,800 ","$81,476,385 ","$82,502,987 ",Universal Pictures,USA,Seth MacFarlane,Comedy,,Ted 2,R,6/26/15,115,6.3,Mark Wahlberg,143077,Seth MacFarlane
2015,1.0126,"$61,000,000 ","$61,768,600 ","$81,670,090 ","$82,699,133 ",Gotham Group,USA,Wes Ball,Action,,Maze Runner: The Scorch Trials,PG-13,9/18/15,131,6.3,Dylan O'Brien,166404,T.S. Nowlin
2015,1.0126,"$90,000,000 ","$91,134,000 ","$85,886,987 ","$86,969,163 ",Fox 2000 Pictures,USA,Walt Becker,Animation,,Alvin and the Chipmunks: The Road Chip,PG,12/18/15,100,5.1,Jason Lee,12069,Ross Bagdasarian
2015,1.0126,"$30,000,000 ","$30,378,000 ","$87,044,645 ","$88,141,408 ",Little Stranger,USA,Jason Moore,Comedy,,Sisters,R,12/18/15,118,6,Amy Poehler,52137,Paula Pell
2015,1.0126,"$155,000,000 ","$156,953,000 ","$89,760,956 ","$90,891,944 ",Paramount Pictures,USA,Alan Taylor,Action,,Terminator Genisys,PG-13,2007/1/15,126,6.5,Arnold Schwarzenegger,212532,Laeta Kalogridis
2015,1.0126,"$40,000,000 ","$40,504,000 ","$90,411,453 ","$91,550,637 ",Gary Sanchez Productions,USA,Etan Cohen,Comedy,,Get Hard,R,3/27/15,100,6,Will Ferrell,98662,Jay Martel
2015,1.0126,"$190,000,000 ","$192,394,000 ","$93,436,322 ","$94,613,620 ",Walt Disney Pictures,USA,Brad Bird,Action,,Tomorrowland,PG,5/22/15,130,6.5,George Clooney,147385,Damon Lindelof
2015,1.0126,"$35,000,000 ","$35,441,000 ","$109,767,581 ","$111,150,653 ",Metro-Goldwyn-Mayer (MGM),USA,Ryan Coogler,Drama,,Creed,PG-13,11/25/15,133,7.6,Michael B. Jordan,182827,Ryan Coogler
2015,1.0126,"$65,000,000 ","$65,819,000 ","$110,825,712 ","$112,222,116 ",Twentieth Century Fox Film Corporation,USA,Paul Feig,Action,,Spy,R,2006/5/15,119,7,Melissa McCarthy,193925,Paul Feig
2015,1.0126,"$200,000,000 ","$202,520,000 ","$123,087,120 ","$124,638,018 ",Pixar Animation Studios,USA,Peter Sohn,Animation,,The Good Dinosaur,PG,11/25/15,93,6.7,Jeffrey Wright,80711,Bob Peterson
2015,1.0126,"$99,000,000 ","$100,247,400 ","$130,178,411 ","$131,818,659 ",Twentieth Century Fox Animation,USA,Steve Martino,Animation,,The Peanuts Movie,G,2011/6/15,88,7.1,Noah Schnapp,34889,Craig Schulz
2015,1.0126,"$110,000,000 ","$111,386,000 ","$130,179,072 ","$131,819,328 ",Summit Entertainment,USA,Robert Schwentke,Action,,Insurgent,PG-13,3/20/15,119,6.3,Shailene Woodley,178165,Brian Duffield
2015,1.0126,"$50,000,000 ","$50,630,000 ","$150,357,137 ","$152,251,637 ",Paramount Pictures,USA,Sean Anders,Comedy,,Daddy's Home,PG-13,12/25/15,96,6.1,Will Ferrell,72842,Brian Burns
2015,1.0126,"$110,000,000 ","$111,386,000 ","$155,190,832 ","$157,146,236 ",Village Roadshow Pictures,USA,Brad Peyton,Action,,San Andreas,PG-13,5/29/15,114,6.1,Dwayne Johnson,167250,Carlton Cuse
2015,1.0126,"$28,000,000 ","$28,352,800 ","$161,197,785 ","$163,228,877 ",Universal Pictures,USA,F. Gary Gray,Biography,,Straight Outta Compton,R,8/14/15,147,7.9,O'Shea Jackson Jr.,146861,Jonathan Herman
2015,1.0126,"$74,000,000 ","$74,932,400 ","$162,994,032 ","$165,047,757 ",Paramount Animation,USA,Paul Tibbitt,Animation,,The SpongeBob Movie: Sponge Out of Water,PG,2002/6/15,92,6,Tom Kenny,38659,Glenn Berger
2015,1.0126,"$40,000,000 ","$40,504,000 ","$166,167,230 ","$168,260,937 ",Focus Features,USA,Sam Taylor-Johnson,Drama,,Fifty Shades of Grey,R,2/13/15,125,4.1,Dakota Johnson,250086,Kelly Marcel
2015,1.0126,"$80,000,000 ","$81,008,000 ","$169,700,110 ","$171,838,331 ",Columbia Pictures,USA,Genndy Tartakovsky,Animation,,Hotel Transylvania 2,PG,9/25/15,89,6.7,Adam Sandler,73328,Robert Smigel
2015,1.0126,"$135,000,000 ","$136,701,000 ","$177,397,510 ","$179,632,719 ",DreamWorks Animation,USA,Tim Johnson,Animation,,Home,PG,3/27/15,94,6.7,Jim Parsons,79374,Tom J. Astle
2015,1.0126,"$130,000,000 ","$131,638,000 ","$180,202,163 ","$182,472,710 ",Gary Sanchez Productions,USA,Peyton Reed,Action,,Ant-Man,PG-13,7/17/15,117,7.3,Paul Rudd,388417,Edgar Wright
2015,1.0126,"$29,000,000 ","$29,365,400 ","$184,296,230 ","$186,618,362 ",Brownstone Productions (II),USA,Elizabeth Banks,Comedy,,Pitch Perfect 2,PG-13,5/15/15,115,6.4,Anna Kendrick,112447,Kay Cannon
2015,1.0126,"$95,000,000 ","$96,197,000 ","$201,151,353 ","$203,685,860 ",Allison Shearmur Productions,USA,Kenneth Branagh,Drama,,Cinderella,PG,3/13/15,105,7,Lily James,121576,Chris Weitz
2015,1.0126,"$160,000,000 ","$162,016,000 ","$281,723,902 ","$285,273,623 ",Color Force,USA,Francis Lawrence,Action,,The Hunger Games: Mockingjay - Part 2,PG-13,11/20/15,137,6.6,Jennifer Lawrence,212989,Peter Craig
2015,1.0126,"$74,000,000 ","$74,932,400 ","$336,045,770 ","$340,279,947 ",Illumination Entertainment,USA,Kyle Balda,Animation,,Minions,PG,2007/10/15,91,6.4,Sandra Bullock,169228,Brian Lynch
2015,1.0126,"$190,000,000 ","$192,394,000 ","$353,007,020 ","$357,454,908 ",Universal Pictures,USA,James Wan,Action,,Furious 7,PG-13,2004/3/15,137,7.2,Vin Diesel,309837,Chris Morgan
2015,1.0126,"$175,000,000 ","$177,205,000 ","$356,461,711 ","$360,953,129 ",Pixar Animation Studios,USA,Pete Docter,Animation,,Inside Out,PG,6/19/15,95,8.2,Amy Poehler,439792,Pete Docter
2015,1.0126,"$250,000,000 ","$253,150,000 ","$459,005,868 ","$464,789,342 ",Marvel Studios,USA,Joss Whedon,Action,,Avengers: Age of Ultron,PG-13,2005/1/15,141,7.4,Robert Downey Jr.,537832,Joss Whedon
2015,1.0126,"$150,000,000 ","$151,890,000 ","$652,270,625 ","$660,489,235 ",Universal Pictures,USA,Colin Trevorrow,Action,,Jurassic World,PG-13,2006/12/15,124,7,Chris Pratt,469200,Rick Jaffa
2015,1.0126,"$245,000,000 ","$248,087,000 ","$936,662,225 ","$948,464,169 ",Lucasfilm,USA,J.J. Abrams,Action,,Star Wars: The Force Awakens,PG-13,12/18/15,136,8.1,Daisy Ridley,687192,Lawrence Kasdan
2014,1.0138,"$5,000,000 ","$5,069,000 ","$5,565 ","$5,642 ",Gordon Bijelonic / Datari Turner Films,USA,John Stockwell,Biography,,Kid Cannabis,NOT RATED,4/18/14,110,6.4,Jonathan Daniel Brown,8218,John Stockwell
2014,1.0138,"$4,000,000 ","$4,055,200 ","$9,134 ","$9,260 ",RADiUS-TWC,USA,Daniel Stamm,Horror,,13 Sins,R,2004/11/14,93,6.3,Mark Webber,26332,David Birke
2014,1.0138,"$1,000,000 ","$1,013,800 ","$9,168 ","$9,295 ",Fewlas Entertainment,USA,Leigh Janiak,Horror,,Honeymoon,R,2009/12/14,87,5.7,Rose Leslie,20262,Phil Graziadei
2014,1.0138,"$1,000,000 ","$1,013,800 ","$9,837 ","$9,973 ",GNK Productions,USA,Peter Sattler,Drama,,Camp X-Ray,R,10/17/14,117,7,Kristen Stewart,33542,Peter Sattler
2014,1.0138,"$6,000,000 ","$6,082,800 ","$11,766 ","$11,928 ",WhiteFlame Productions,USA,Andrew Fleming,Comedy,,Barefoot,PG-13,2009/4/14,90,6.6,Evan Rachel Wood,19248,Stephen Zotnowski
2014,1.0138,"$60,000,000 ","$60,828,000 ","$22,451 ","$22,761 ",Village Roadshow Pictures,USA,Akiva Goldsman,Drama,,Winter's Tale,PG-13,2/14/14,118,6.2,Colin Farrell,45005,Akiva Goldsman
2014,1.0138,"$5,000,000 ","$5,069,000 ","$37,440 ","$37,957 ",Unified Pictures,USA,William H. Macy,Comedy,,Rudderless,R,2/21/15,105,7.5,Billy Crudup,14913,Casey Twenter
